id,dates,cardinal_points,region,city,latitude,longitude,category,commodity,unit,price_flag,price_type,currency,price,usd_price
1049,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
1050,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Rice,KG,actual,Retail,LYD,3.63,0.789
1051,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.75,0.3804
1052,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,11,2.3909
1053,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,5,1.0868
1054,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,12.5,2.7169
1055,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,30,6.5207
1056,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.29,0.4977
1057,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,4.5,0.9781
1058,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
1059,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,miscellaneous food,Sugar,KG,actual,Retail,LYD,4.13,0.8977
1060,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,9.5,2.0649
1061,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5,1.0868
1062,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.38,0.3
1063,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.75,0.8151
1064,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.75,0.5977
1065,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,3.5,0.7607
1066,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,vegetables and fruits,Onions,KG,actual,Retail,LYD,2.75,0.5977
1067,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,2.75,0.5977
1335,11/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,35,7.6074
1345,11/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.5,0.5434
1350,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.2717
1351,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Couscous,KG,actual,Retail,LYD,2.75,0.5977
1352,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.25,0.2717
1353,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.25,0.4891
1354,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Rice,KG,actual,Retail,LYD,2.75,0.5977
1355,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.25,0.2717
1356,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,13.5,2.9343
1357,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.06,0.8825
1358,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,11,2.3909
1359,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,35,7.6074
1360,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,3.5,0.7607
1361,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,4,0.8694
1362,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,12.5,2.7169
1363,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
1364,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,miscellaneous food,Sugar,KG,actual,Retail,LYD,3.5,0.7607
1365,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,6.5,1.4128
1366,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5.5,1.1955
1367,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.25,0.2717
1368,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.5,0.7607
1369,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.5,0.5434
1370,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3.5,0.7607
1371,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,2.5,0.5434
1372,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,vegetables and fruits,Onions,KG,actual,Retail,LYD,2,0.4347
1373,11/15/2017,West,Misrata,Bani Waleed,31.79758072,14.05368042,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,2.25,0.4891
1514,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.1369
1515,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Couscous,KG,actual,Retail,LYD,4,0.8694
1516,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.5,0.326
1517,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.5,0.5434
1518,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
1519,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2,0.4347
1520,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,13,2.8256
1521,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.38,0.952
1522,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,12.12,2.6344
1523,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,37,8.0422
1524,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,1.76,0.3825
1525,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,4,0.8694
1526,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,22,4.7818
1527,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
1528,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,miscellaneous food,Sugar,KG,actual,Retail,LYD,4.5,0.9781
1529,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,8,1.7388
1530,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5,1.0868
1531,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.5,0.326
1532,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.25,0.7064
1533,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.75,0.5977
1534,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,4,0.8694
1535,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,vegetables and fruits,Onions,KG,actual,Retail,LYD,2.5,0.5434
1536,12/15/2017,East,Almarj,AlMarj,32.48571396,20.8338356,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,2,0.4347
1667,12/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,33,7.1727
1750,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.41,0.3065
1751,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Couscous,KG,actual,Retail,LYD,3.13,0.6803
1752,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.38,0.3
1753,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
1754,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
1755,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2,0.4347
1756,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,12.5,2.7169
1757,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,5,1.0868
1758,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,11.75,2.5539
1759,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,31.5,6.8467
1760,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.25,0.4891
1761,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,3.63,0.789
1762,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
1763,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,miscellaneous food,Sugar,KG,actual,Retail,LYD,4.5,0.9781
1764,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,6.5,1.4128
1765,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5,1.0868
1766,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1,0.2174
1767,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3,0.6521
1768,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.5,0.5434
1769,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.88,0.626
1770,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,3.38,0.7347
1771,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,vegetables and fruits,Onions,KG,actual,Retail,LYD,2.5,0.5434
1772,12/15/2017,West,Aljfara,Al Aziziya,32.53308868,13.01762009,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3,0.6521
1915,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.46,0.3173
1916,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Couscous,KG,actual,Retail,LYD,3.13,0.6803
1917,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.5,0.326
1918,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
1919,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
1920,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.88,0.4086
1921,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,12.63,2.7452
1922,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.44,0.9651
1923,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,14,3.043
1924,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,39,8.4769
1925,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.16,0.4695
1926,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,3.25,0.7064
1927,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,12,2.6083
1928,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
1929,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,miscellaneous food,Sugar,KG,actual,Retail,LYD,4.5,0.9781
1930,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,6.88,1.4954
1931,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,4.88,1.0607
1932,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.13,0.2456
1933,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.25,0.7064
1934,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.75,0.5977
1935,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,6.25,1.3585
1936,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,vegetables and fruits,Onions,KG,actual,Retail,LYD,3,0.6521
1937,12/15/2017,West,Zwara,Sabratha,32.7906189,12.48266983,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,4.13,0.8977
1977,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Diapers,30 pcs,actual,Retail,LYD,18,3.9124
1978,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Dishwashing liquid,L,actual,Retail,LYD,4.44,0.9651
1979,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Handwash soap,Bar,actual,Retail,LYD,1,0.2174
1980,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Laundry soap,KG,actual,Retail,LYD,10,2.1736
1981,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Sanitary pads,10 pcs,actual,Retail,LYD,5,1.0868
1982,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Shampoo,250 ML,actual,Retail,LYD,3.13,0.6803
1983,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Toothbrush,Brush,actual,Retail,LYD,2,0.4347
1984,1/15/2018,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,non-food,Toothpaste,100 ML,actual,Retail,LYD,10,2.1736
1991,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.2717
1992,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Couscous,KG,actual,Retail,LYD,5,1.0868
1993,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Pasta,500 G,actual,Retail,LYD,2.12,0.4619
1994,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
1995,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Rice,KG,actual,Retail,LYD,3.5,0.7607
1996,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2.62,0.5706
1997,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,14.5,3.1517
1998,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,6,1.3041
1999,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,12,2.6083
2000,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,40,8.6942
2001,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.5,0.5434
2002,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,4,0.8694
2003,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,miscellaneous food,Salt,KG,actual,Retail,LYD,1.67,0.363
2004,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,miscellaneous food,Sugar,KG,actual,Retail,LYD,6.25,1.3585
2005,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,8,1.7388
2006,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,7.5,1.6302
2007,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,2,0.4347
2008,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Diapers,30 pcs,actual,Retail,LYD,29,6.3033
2009,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Dishwashing liquid,L,actual,Retail,LYD,6.86,1.49
2010,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Handwash soap,Bar,actual,Retail,LYD,2.38,0.5162
2011,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Laundry soap,KG,actual,Retail,LYD,14.5,3.1517
2012,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Sanitary pads,10 pcs,actual,Retail,LYD,7,1.5215
2013,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Shampoo,250 ML,actual,Retail,LYD,12.5,2.7169
2014,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Toothbrush,Brush,actual,Retail,LYD,4,0.8694
2015,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,non-food,Toothpaste,100 ML,actual,Retail,LYD,10,2.1736
2016,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,oil and fats,Oil (vegetable),L,actual,Retail,LYD,5,1.0868
2017,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,pulses and nuts,Beans,400 G,actual,Retail,LYD,3.38,0.7336
2018,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,4.25,0.9238
2019,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,5,1.0868
2020,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,vegetables and fruits,Onions,KG,actual,Retail,LYD,3,0.6521
2021,1/15/2018,East,Alkufra,Alkufra,24.19876862,23.29319191,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3.5,0.7607
2040,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Diapers,30 pcs,actual,Retail,LYD,24,5.2165
2041,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Dishwashing liquid,L,actual,Retail,LYD,6.33,1.3769
2042,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Handwash soap,Bar,actual,Retail,LYD,1,0.2174
2043,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Laundry soap,KG,actual,Retail,LYD,10,2.1736
2044,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Sanitary pads,10 pcs,actual,Retail,LYD,4.17,0.9053
2045,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Shampoo,250 ML,actual,Retail,LYD,4.34,0.9444
2046,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Toothbrush,Brush,actual,Retail,LYD,1.75,0.3804
2047,1/15/2018,East,Almarj,AlMarj,32.48571396,20.8338356,non-food,Toothpaste,100 ML,actual,Retail,LYD,6.5,1.4128
2053,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.1554
2054,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Couscous,KG,actual,Retail,LYD,3.7,0.8042
2055,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.25,0.2717
2056,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.75,0.5977
2057,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Rice,KG,actual,Retail,LYD,3.17,0.6901
2058,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.75,0.3804
2059,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,14.38,3.1245
2060,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.62,1.0053
2061,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,11.82,2.5691
2062,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,33.5,7.2814
2063,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,1.54,0.3358
2064,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,3,0.6521
2066,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
2067,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,miscellaneous food,Sugar,KG,actual,Retail,LYD,5,1.0868
2068,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,4.25,0.9238
2069,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,4.3,0.9346
2070,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.25,0.2717
2071,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Diapers,30 pcs,actual,Retail,LYD,19.18,4.1689
2072,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Dishwashing liquid,L,actual,Retail,LYD,4.98,1.0824
2073,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Handwash soap,Bar,actual,Retail,LYD,1.43,0.3097
2074,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Laundry soap,KG,actual,Retail,LYD,9.12,1.9823
2075,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Sanitary pads,10 pcs,actual,Retail,LYD,4.12,0.8966
2076,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Shampoo,250 ML,actual,Retail,LYD,3.21,0.6988
2077,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Toothbrush,Brush,actual,Retail,LYD,2.12,0.4619
2078,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,non-food,Toothpaste,100 ML,actual,Retail,LYD,6.42,1.3943
2079,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3,0.6521
2080,1/15/2018,East,Benghazi,Benghazi,32.12883377,20.08172035,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.58,0.5597
